default,student,balance,income
No,Yes,1403.66,51210.15
No,Yes,1600.16,60603.92
No,Yes,2187.87,32979.68
No,No,1586.0,37346.01
No,No,1317.49,38157.61
No,No,1451.2,55973.4
No,Yes,1656.08,48722.9
No,No,1546.3,44726.91
No,Yes,1612.85,39354.72
No,No,2154.81,45173.09
No,No,1563.34,40802.28
No,No,1663.58,58972.11
No,Yes,2207.13,77648.96
No,Yes,1527.34,56832.28
No,No,1840.01,29091.16
No,Yes,1602.51,63737.56
No,No,1958.89,34327.91
No,Yes,1147.25,34300.14
No,Yes,1320.37,36177.91
No,Yes,1043.27,49633.35
No,No,661.15,22600.98
No,No,1217.93,31759.59
No,Yes,1867.56,44077.9
No,No,1352.44,46569.84
No,No,1709.02,48555.44
No,No,1188.61,42459.21
No,No,1147.45,36069.05
No,No,2134.8,54211.76
No,No,1234.98,49128.79
No,Yes,1650.95,19886.01
No,No,2140.12,51186.21
No,No,1567.19,33949.32
No,No,1454.71,78721.22
No,Yes,1813.7,40518.38
No,No,1657.95,38712.1
No,No,1130.58,55709.23
No,Yes,2011.21,69300.8
No,No,1072.15,52136.98
No,No,858.54,39364.56
No,No,2040.79,41028.1
No,No,2165.79,40437.39
No,No,1431.46,50787.65
No,Yes,1838.81,30741.21
No,No,923.09,41073.13
No,No,1240.44,55226.35
No,No,941.33,45183.59
No,No,1352.56,47341.52
No,No,1257.91,71789.4
No,Yes,1697.95,24548.08
No,Yes,1419.58,38298.0
Yes,Yes,1875.58,20571.35
No,No,1960.58,56806.12
No,Yes,1622.55,69234.09
No,No,1346.65,49377.34
No,Yes,1973.22,65676.6
No,No,1179.81,49861.61
No,Yes,1550.0,35649.8
No,No,1160.71,26263.31
No,Yes,1965.22,16145.16
No,No,2270.65,37394.33
No,No,926.08,68700.45
No,No,791.11,48571.63
No,No,1751.54,65375.95
No,Yes,972.71,84960.52
No,No,1681.2,67118.22
No,No,1571.05,55943.8
No,No,915.85,47692.29
No,Yes,1893.4,20380.62
No,No,1981.83,46192.57
No,Yes,1746.86,13996.02
No,No,1536.57,46654.33
No,No,1885.4,45305.64
No,No,1092.55,62621.05
No,No,1487.43,32206.63
No,Yes,1345.63,62881.58
No,No,1632.45,66026.24
No,No,1740.69,40714.86
No,Yes,1488.35,32056.06
No,No,988.6,67680.18
No,Yes,2082.21,27780.73
No,No,1277.16,36334.65
No,Yes,1539.3,44157.67
No,No,1810.02,54105.79
No,No,1267.91,65376.41
No,No,1514.87,36428.52
No,No,1358.97,64872.47
No,No,1704.53,58856.47
No,No,999.61,49994.14
No,No,2179.58,51961.16
No,No,1180.28,37162.65
No,Yes,1079.34,38459.95
No,Yes,2963.91,40389.14
No,No,1595.77,18270.6
No,No,1068.7,26997.02
No,Yes,1878.31,57123.07
No,No,1580.82,39784.4
No,Yes,1403.81,40979.54
No,No,1361.52,23512.36
No,No,1626.63,38490.32
No,No,1491.46,43425.28
No,No,1383.72,60316.23
No,No,1190.38,63472.68
No,No,1987.4,32535.88
No,No,2209.85,77252.49
No,No,1245.83,35796.01
No,No,1599.72,59472.05
No,Yes,1799.05,59850.76
No,No,1410.33,27562.8
No,No,1879.93,21530.76
No,No,1051.17,67862.73
No,No,1484.06,56963.84
No,Yes,1387.23,47132.67
No,No,1722.9,35789.63
No,No,2004.71,41461.69
No,No,1514.04,43785.09
No,No,906.35,51345.57
No,Yes,1488.66,49818.74
No,No,1725.61,53177.14
No,No,1083.16,25634.21
No,No,1474.23,49117.98
No,Yes,1729.12,48793.45
No,Yes,2124.61,66796.64
No,No,1148.2,15790.26
No,Yes,1342.8,59842.21
No,No,1507.13,51091.51
No,Yes,1688.1,65676.21
No,Yes,1674.47,15092.92
No,Yes,1673.02,39020.29
No,Yes,1361.07,48047.91
No,No,1776.91,54841.57
No,No,986.27,37878.82
No,No,1464.85,57595.54
Yes,Yes,1468.17,54671.2
No,No,1413.26,39345.2
No,No,854.21,25090.34
No,No,2130.41,49346.71
No,No,1818.45,49282.83
No,No,1237.92,51691.61
Yes,Yes,1954.38,38229.98
No,No,686.6,34577.97
No,No,1898.32,32758.26
No,No,904.79,54018.22
No,No,1915.28,56833.06
No,No,1983.84,24702.81
No,No,1417.61,65043.6
No,Yes,1858.28,68766.68
No,No,2061.56,45776.51
No,No,2151.36,41499.15
No,No,1959.22,62984.99
No,Yes,1536.97,40050.69
No,No,1582.55,74866.06
No,Yes,701.31,23291.81
No,No,2041.55,10827.37
No,No,2026.28,73864.4
No,No,1945.23,65558.75
No,No,2178.04,20527.36
No,No,1397.43,37794.81
No,No,627.39,47627.76
No,No,1448.71,32730.86
No,Yes,1221.22,23951.06
No,No,1641.48,72209.95
No,No,1830.31,63384.33
No,Yes,1083.32,42043.12
No,Yes,783.37,38664.55
No,No,1645.53,52653.32
No,No,1519.75,30962.7
No,No,1981.89,46055.75
No,No,1287.21,40385.48
No,Yes,1244.05,78899.14
No,No,1744.14,21730.0
No,Yes,1407.75,16183.47
No,Yes,1447.9,12702.93
No,No,1687.09,19738.57
No,No,1256.67,63992.3
No,No,1370.91,58916.03
No,No,1068.15,67474.7
No,Yes,1731.93,66985.0
No,No,1075.24,51605.56
No,Yes,1272.2,29759.35
No,No,1095.43,39219.66
No,No,1719.15,30205.91
No,No,1672.35,41918.78
No,Yes,1412.03,54184.35
Yes,No,1310.45,54256.14
No,No,1726.92,39483.87
No,No,1268.38,38936.88
No,No,1782.8,7472.65
No,Yes,1293.15,37473.16
No,Yes,1208.32,33838.41
No,No,1847.7,33240.44
No,No,1633.46,57725.84
No,No,1378.16,37613.33
No,No,1242.46,31884.85
No,Yes,1554.02,21959.97
No,Yes,726.82,46402.95
No,No,1728.55,65047.31
No,No,661.38,22391.97
No,Yes,1695.82,46315.19
No,No,1603.01,43426.03
No,No,2061.12,54294.1
No,No,1157.73,26534.5
No,No,1732.24,34267.05
No,No,1701.73,61701.97
No,No,1407.61,48688.16
No,No,1011.07,32512.37
No,No,1077.91,41922.83
No,No,816.39,10966.75
No,No,1036.4,63958.56
No,Yes,1510.13,41830.69
No,Yes,1042.63,43313.83
No,No,1128.45,49038.61
No,Yes,1175.85,48020.64
No,Yes,2060.97,16400.84
No,No,1390.15,33696.45
No,No,1638.37,40948.94
No,No,1708.67,55340.07
No,Yes,1503.17,41590.89
No,Yes,2042.89,42907.54
No,No,2481.95,40006.48
No,No,377.86,40072.96
No,Yes,1856.98,46974.7
No,No,1520.32,37108.7
No,Yes,1714.03,39037.02
No,No,1226.13,25199.45
No,No,2153.22,73180.35
No,No,1362.79,44265.29
No,No,1669.67,39881.55
No,Yes,1214.44,50947.57
No,No,1364.53,25560.58
No,Yes,1691.21,88321.03
No,Yes,1485.11,39995.3
No,No,1545.01,34236.32
No,Yes,976.96,39150.39
No,No,1871.06,44930.86
No,Yes,1337.67,39213.08
No,Yes,1240.83,58327.34
No,Yes,1971.81,62434.05
No,Yes,1839.17,53429.02
No,No,1720.26,30941.18
No,No,1717.36,35229.5
No,No,1353.24,53007.44
No,No,1389.12,29005.14
No,Yes,1791.77,33905.24
No,No,2191.62,79977.1
No,No,1672.09,15132.75
No,No,1449.14,25043.13
No,No,981.87,49177.14
No,Yes,1585.15,51718.54
No,No,1974.54,35902.5
No,No,1885.23,28270.36
No,No,1515.06,12956.45
No,Yes,1466.57,37266.41
No,No,1965.06,29197.71
No,No,936.71,50483.36
No,Yes,1014.61,29588.21
No,No,1041.27,49110.3
No,Yes,1089.64,37206.19
No,No,1301.11,50054.17
No,Yes,1766.3,64043.94
No,No,1574.17,38242.06
No,Yes,1703.84,40242.12
No,Yes,1451.6,54857.44
No,Yes,1389.35,21966.85
No,Yes,1256.43,59440.02
No,No,1695.4,28177.67
No,No,1342.64,51272.73
No,Yes,1475.91,43086.52
Yes,Yes,631.01,61033.47
No,No,1211.76,21164.2
No,Yes,1607.34,54712.76
No,Yes,2152.3,47648.49
No,No,1682.01,49447.5
No,No,1932.39,36445.7
No,No,1497.34,26003.13
No,No,1206.74,40477.4
No,Yes,1751.47,40010.73
No,No,1142.92,69083.26
No,No,980.81,43684.41
No,No,1396.84,3510.72
No,No,1484.48,41561.37
No,No,935.74,51203.2
No,Yes,1260.25,43628.89
No,No,1516.23,27669.28
Yes,No,1496.91,48432.0
No,No,1599.92,40346.15
No,No,750.08,39685.86
No,Yes,1658.04,56298.42
No,No,961.74,56940.53
No,No,1558.29,38948.44
No,Yes,1132.09,53663.49
No,No,1199.16,55795.52
No,No,1190.47,33538.76
No,Yes,1982.72,49335.6
No,No,1986.86,22970.53
No,No,1476.25,52567.48
No,Yes,899.15,58302.1
No,No,777.02,54396.02
No,Yes,1133.79,28819.5
No,No,1183.58,37179.88
No,Yes,1611.1,28930.53
No,Yes,1012.91,58221.86
No,Yes,2164.81,47605.33
No,Yes,1785.69,51694.77
No,No,1201.45,50447.18
No,Yes,1829.23,51227.76
No,Yes,1375.57,41789.18
No,No,1897.35,48232.77
No,Yes,1687.02,21085.62
No,No,590.53,40383.15
No,No,1901.01,58056.42
No,Yes,1584.79,65625.88
No,No,1558.64,43901.58
No,No,1200.03,50858.25
Yes,No,1646.63,59966.55
No,Yes,1838.43,67121.85
No,No,2068.26,32998.23
No,No,687.36,44880.29
No,No,1234.62,47521.17
No,No,1231.24,63137.73
No,No,1496.94,38325.15
No,Yes,1279.03,55798.4
No,No,1860.0,46993.79
No,No,1443.93,46286.29
No,No,1679.3,56335.77
No,No,1539.45,68615.97
No,No,1775.0,51083.03
No,No,1510.9,52650.47
No,No,1785.08,25237.16
No,No,1347.39,31505.41
No,No,1425.02,65113.04
No,No,2233.08,62822.75
No,No,1834.59,34445.84
No,No,1415.77,40434.84
No,No,1900.15,41182.83
No,No,1849.51,36015.88
No,Yes,2028.6,58876.91
No,No,1407.78,46763.84
No,No,1114.4,31606.71
No,No,1196.36,45150.29
No,Yes,1198.22,39593.85
No,No,1754.48,39803.05
No,No,1245.03,34897.03
No,No,1746.68,58423.21
No,No,959.78,80261.21
No,No,2219.33,40075.86
No,Yes,734.13,13190.17
Yes,No,1311.76,41921.28
No,Yes,1319.51,33002.62
No,Yes,914.42,52392.03
No,No,738.53,35137.75
No,No,1689.92,66079.65
No,No,1734.42,989.77
No,No,1669.12,90109.3
No,Yes,944.3,24298.16
No,No,1388.12,36517.05
No,No,1415.18,20618.65
No,No,1269.96,68279.68
No,No,1012.23,69855.85
Yes,No,1254.76,50795.27
No,No,1570.49,59153.64
No,Yes,1276.71,59357.69
No,Yes,1840.05,23550.46
No,No,1574.79,15491.51
No,Yes,1785.05,39539.34
No,No,1189.15,55695.43
No,No,1446.25,37114.77
No,Yes,1343.43,39958.53
No,No,1249.72,48765.48
No,No,1688.96,50114.76
No,No,1517.46,7982.52
No,No,1737.9,62240.02
No,No,1507.35,30331.53
No,No,1642.79,70850.06
No,No,1353.85,62002.25
No,Yes,1642.45,46442.38
No,No,1197.08,66728.4
No,No,1042.61,42698.0
No,Yes,1106.42,52636.7
No,No,1778.67,30654.45
No,No,1262.77,57798.38
No,Yes,955.64,8204.71
No,No,920.68,37638.26
No,Yes,722.23,49229.5
No,No,2232.91,24079.19
No,No,1544.31,72830.61
No,No,1623.02,45373.4
No,Yes,1285.4,13304.82
No,No,850.61,65841.38
No,No,1512.44,56138.8
No,No,1694.51,45939.15
No,Yes,1700.16,32840.75
No,Yes,1436.73,69564.06
No,No,2086.01,51573.66
No,No,1147.53,44101.49
No,No,1529.03,48215.71
No,Yes,1594.61,32686.69
No,No,2131.32,65898.54
No,No,1742.77,47022.05
No,No,1178.68,52677.48
No,No,1576.74,44703.31
No,No,1408.98,91685.41
No,No,2126.37,50804.25
No,Yes,1275.42,52677.65
No,No,936.51,45627.08
No,No,1719.25,40836.74
No,No,1624.12,30406.0
No,No,1865.76,32432.55
No,Yes,1765.58,38384.75
No,No,1917.64,41371.39
No,No,975.46,19059.48
No,Yes,695.12,49259.43
No,Yes,785.19,35157.19
No,No,2022.51,55609.51
No,Yes,2383.02,48990.42
No,No,1245.33,23155.24
No,No,1071.69,48236.32
No,No,1888.18,49231.2
No,No,1456.64,56188.71
No,No,1999.26,48755.25
No,No,1286.16,51434.48
No,No,1398.33,60423.86
No,Yes,2103.84,39136.86
No,Yes,1557.13,36022.54
No,Yes,1441.28,28878.9
No,No,1325.38,62324.99
No,No,1732.84,51865.65
No,No,1514.22,36602.84
No,Yes,1741.53,51206.19
No,No,1760.31,51408.21
No,Yes,1383.52,37646.29
No,No,1189.91,60369.01
No,No,1772.34,29216.3
No,No,1726.93,32600.91
No,Yes,1351.7,35638.78
No,No,1253.91,59919.43
No,No,1413.49,37511.33
No,No,1663.51,56553.43
No,No,1716.68,49071.62
No,Yes,732.6,16687.52
No,Yes,448.21,36797.24
No,No,1614.82,39992.75
No,No,526.3,46453.4
No,No,1332.22,52348.22
No,Yes,1883.88,64150.08
No,No,1526.88,16614.12
No,No,845.7,72556.73
No,No,1019.2,38605.2
No,No,2265.88,24538.54
No,No,2304.58,25465.19
Yes,No,2060.21,28636.83
No,No,1132.2,65545.54
No,Yes,1288.16,37830.6
No,Yes,1601.23,42972.93
No,Yes,1584.13,60820.4
No,Yes,970.5,21346.37
No,Yes,1210.5,51782.3
No,No,1424.15,79351.4
No,Yes,2002.3,39775.4
No,No,1399.6,68373.0
No,No,1571.4,31438.27
No,No,1160.11,45952.65
No,Yes,1334.39,53014.64
No,No,1440.19,54884.12
No,No,1978.91,23812.39
No,No,2292.9,59110.99
No,No,1931.31,33924.09
No,No,1625.85,35362.97
No,No,1041.44,41297.46
No,Yes,1668.82,46931.56
No,No,1002.14,38819.72
No,No,1312.29,54887.1
No,No,840.91,50848.18
No,No,1243.62,35883.92
No,No,911.73,42614.69
No,Yes,1595.58,79766.73
No,No,2063.59,48379.69
No,No,1496.29,49169.03
No,Yes,966.97,35337.82
No,No,1463.86,31106.35
No,No,1444.36,68397.18
No,No,1536.56,47443.75
No,No,1271.31,44136.87
No,No,1258.99,46244.97
No,No,1492.81,45259.46
No,No,1797.82,34911.49
No,No,1629.03,66260.51
No,No,1866.92,42051.77
No,No,1146.64,45945.93
No,No,279.65,29167.35
No,No,1339.41,36200.29
No,Yes,1661.22,48248.4
No,No,1490.58,35375.96
No,No,1704.4,70127.95
No,No,1287.72,20844.49
No,Yes,1521.79,39878.13
No,No,1267.63,32586.67
No,No,1567.6,27655.12
No,No,1596.4,22931.8
No,No,1366.82,85872.06
No,No,1719.79,26275.79
No,No,1535.61,36247.66
No,No,1017.35,52137.01
No,No,1605.0,50203.21
No,No,1679.25,30585.37
No,No,1446.99,60852.59
No,No,2758.94,67399.37
No,No,2090.79,60260.82
No,No,2061.65,36481.7
No,No,1201.89,62978.09
No,No,1877.02,59767.26
No,Yes,1919.92,70753.79
No,No,1281.88,50546.08
No,No,1308.77,42446.09
No,No,1618.97,59268.94
No,No,994.92,36534.7
No,Yes,1670.21,35282.73
No,No,1095.52,50698.07
No,No,782.34,40547.31
No,Yes,1166.77,33543.43
Yes,Yes,1077.56,28351.13
No,Yes,1549.86,60671.86
No,No,1081.75,67613.29
No,Yes,731.43,83630.35
No,No,795.67,57446.74
No,No,1814.86,57122.21
No,Yes,923.46,50233.55
No,Yes,971.33,65141.56
No,Yes,2210.81,59159.73
Yes,No,1652.2,45466.43
No,No,1578.75,26306.46
No,Yes,1729.32,23011.77
No,No,1317.84,57437.02
No,No,1539.07,36930.06
No,No,1469.17,72281.72
No,No,1833.87,31033.12
No,No,1337.82,46072.26
No,No,1293.04,33801.87
No,Yes,1573.56,49432.94
No,No,1478.47,57805.89
No,Yes,806.0,44525.79
No,No,2209.58,47345.52
No,Yes,1240.92,43050.89
No,No,1757.38,86249.02
No,No,1004.92,22700.81
No,No,1866.89,57012.69
No,Yes,1218.43,46444.54
No,No,2039.2,37848.84
No,No,1367.48,39378.59
No,No,865.42,28612.06
No,No,1835.49,49162.12
Yes,No,589.49,24842.75
No,No,1745.56,35841.16
No,No,2139.22,62953.79
No,No,1564.83,59333.23
No,No,1293.59,44179.25
No,No,1065.05,48553.03
No,No,2085.39,48577.05
No,No,2134.51,37984.26
No,No,1043.55,63014.83
No,Yes,1562.63,36374.94
Yes,Yes,1566.54,83728.95
No,Yes,988.42,22369.75
No,No,1354.36,38733.16
No,No,1156.14,47822.59
No,No,1673.48,53639.4
No,No,939.16,39348.04
No,No,1545.6,58570.15
No,No,1493.61,44124.07
No,No,2011.79,62122.89
No,Yes,1667.61,47219.64
No,Yes,1507.8,43120.72
No,No,1569.94,40373.1
No,Yes,1804.52,41437.8
No,No,1552.72,23616.76
No,No,1942.28,46596.11
No,No,1279.26,69311.83
No,No,2023.86,49244.16
No,No,1479.87,64232.83
No,No,1922.16,60233.84
No,No,1719.55,51434.7
No,Yes,1803.06,17668.57
No,No,1646.7,39932.2
No,No,1186.4,27072.25
No,Yes,1099.79,45865.46
No,No,2076.49,44889.86
No,No,2203.67,42050.95
No,No,1560.5,39557.51
No,No,1731.41,21342.39
No,No,1359.15,35806.52
No,No,1027.58,52890.62
No,No,1276.12,58461.71
No,No,1266.46,43943.31
No,No,1831.27,55681.17
No,No,2178.63,50686.09
No,Yes,2148.14,42766.73
No,Yes,972.59,52721.04
No,Yes,1674.78,35812.06
No,No,1461.54,69192.15
No,No,1833.6,63993.9
No,Yes,869.82,54294.92
No,No,1095.72,60396.26
No,No,979.82,51869.65
No,Yes,1630.18,15814.76
No,No,1704.7,42600.04
No,Yes,1348.34,24246.41
No,Yes,1537.63,27191.01
No,No,1127.92,24240.92
No,Yes,1589.8,62330.85
No,No,1954.47,51210.55
No,No,1920.9,44884.97
No,Yes,1513.01,41359.36
No,No,1297.6,30106.83
No,No,944.94,48591.74
No,No,1944.08,49725.25
No,Yes,1040.13,60691.49
No,No,1564.52,47580.53
No,No,1794.24,34156.45
No,No,1758.11,58412.48
No,No,1221.98,36435.37
Yes,No,1365.57,49582.85
No,No,1169.03,48295.23
No,No,1413.17,34711.72
No,No,2085.49,81748.86
No,Yes,1673.58,55205.82
No,Yes,1431.06,40101.58
No,No,1076.79,46718.86
No,Yes,1305.73,80018.28
No,No,1613.11,32423.57
Yes,No,1701.77,18484.56
No,Yes,1989.55,61402.84
No,No,1601.07,58337.51
No,No,1668.82,73659.74
No,No,1646.32,43662.59
No,No,1858.5,52466.14
No,No,2171.02,28204.81
No,No,1316.38,38285.04
No,No,1610.68,44403.34
No,No,622.49,73150.03
No,No,1896.21,22512.17
No,Yes,1538.91,48566.13
No,No,1584.47,47174.73
No,Yes,1450.43,23415.67
Yes,No,1579.49,55741.84
No,No,1841.26,49239.61
Yes,No,1465.34,53901.19
No,Yes,899.82,43025.1
No,Yes,1180.25,65500.02
No,Yes,2148.13,43911.07
No,No,1831.36,19085.45
No,No,1989.03,41654.45
No,No,1700.6,67535.83
No,No,1470.21,49990.96
No,No,1288.71,61690.95
No,No,1296.64,25506.87
No,No,967.38,58327.99
No,No,1410.03,36203.56
No,Yes,1719.79,60264.78
No,No,1010.17,56278.11
No,Yes,1181.3,26078.08
No,No,1582.22,65882.79
No,No,1668.03,34765.11
No,No,1208.63,60682.07
No,No,1654.57,51839.51
No,No,1268.0,57338.97
No,Yes,2277.56,32001.02
No,Yes,1670.06,41264.2
No,No,1630.4,48656.16
Yes,No,1592.48,43859.11
No,No,819.98,26073.77
No,No,1680.09,64450.8
No,No,849.76,34922.96
No,No,1899.57,61462.68
No,No,1610.45,66645.61
No,No,1335.15,43685.62
No,Yes,1688.17,37955.19
No,No,1981.14,48032.95
No,No,2493.31,31506.63
No,No,2177.29,39545.84
No,No,1342.84,57370.77
No,No,1294.5,54145.09
No,No,1601.14,29707.83
No,No,1840.26,28676.53
No,No,2291.53,48625.18
No,No,1656.29,57171.73
No,No,1050.23,53646.14
Yes,Yes,1273.93,30895.03
No,Yes,1657.84,50917.87
No,No,1767.42,70896.02
No,No,1641.9,26535.52
No,No,2237.66,32799.97
No,Yes,2103.05,53429.73
No,No,1065.13,54582.5
No,Yes,1677.47,-4374.21
No,Yes,918.95,47603.19
No,Yes,1108.5,42697.6
No,Yes,1214.14,76132.64
No,No,1488.87,69705.58
No,Yes,931.46,42718.22
No,Yes,1581.17,58137.25
No,No,1671.64,45647.34
No,No,1440.54,72593.42
No,No,1213.22,26318.73
No,No,1741.86,37302.23
No,No,1669.47,51901.24
No,No,1313.35,43517.27
No,No,2165.59,45412.89
No,Yes,2207.08,54793.37
No,No,989.93,61592.02
No,No,1490.07,33034.95
No,No,807.28,52170.0
No,No,1801.78,46766.56
No,No,1914.69,29039.19
No,No,1768.14,52500.53
No,Yes,1431.67,37430.01
No,No,1176.56,49705.98
No,No,1072.12,45585.59
No,Yes,2151.2,41191.14
No,No,1676.68,41274.02
No,No,1529.03,31365.17
No,Yes,1211.75,53012.13
No,No,1605.36,63653.47
No,No,1955.43,57082.78
No,No,1581.13,55940.74
No,No,1195.12,49118.86
No,Yes,1429.19,55915.07
No,Yes,1815.45,67422.39
No,Yes,2233.17,30524.41
No,No,1354.32,53917.8
No,Yes,743.55,18536.0
No,No,1347.58,29850.48
No,No,1754.89,26781.75
No,No,1596.27,25054.62
No,No,956.85,43569.18
No,No,1639.17,56931.21
No,No,1735.84,49520.73
No,No,1307.11,13505.08
No,No,904.42,34365.34
No,No,1299.4,67094.93
No,No,2080.84,64297.94
No,Yes,1545.65,47407.54
No,No,1561.19,49955.66
No,No,1689.1,27942.21
No,Yes,2425.77,25041.11
No,No,1868.03,43888.89
No,Yes,1651.94,53127.49
No,Yes,1474.55,35155.13
No,Yes,1180.81,35033.36
No,No,1556.7,47345.85
Yes,No,1651.28,22742.91
No,Yes,1432.42,37022.48
No,No,1435.43,46651.48
No,No,1811.32,53161.84
No,No,1064.91,35305.89
No,No,1933.17,53385.53
No,Yes,1535.53,37371.36
No,Yes,1269.23,25271.54
No,Yes,1440.06,37455.19
No,Yes,886.16,14970.16
No,No,1761.69,27887.87
No,No,1560.78,93132.2
No,Yes,2089.54,47460.0
No,Yes,1934.41,58819.92
No,Yes,1173.48,51086.63
No,No,1263.4,22083.51
No,No,1854.06,58621.03
No,Yes,2541.55,49619.93
No,No,1796.84,69759.45
No,No,847.72,52487.65
No,No,1919.09,68335.46
No,No,2096.38,56436.31
No,Yes,1919.24,30158.5
No,No,1414.02,32427.75
No,No,1465.69,60843.19
No,No,2059.26,18524.59
No,Yes,1461.96,47523.21
No,No,2023.89,76874.65
No,No,1700.4,45807.18
No,Yes,1547.95,19705.05
No,No,1598.58,36495.44
No,No,1228.02,44375.26
No,No,713.42,43300.12
No,Yes,1453.89,46693.12
No,No,1943.5,48665.82
No,Yes,1601.03,7271.66
No,No,1594.0,39432.88
No,No,2082.05,42351.26
No,No,2037.95,50580.62
No,No,646.23,37479.62
No,No,1793.67,40530.16
No,No,1878.28,35736.69
No,Yes,1136.59,45531.68
No,No,1011.91,54644.25
No,No,1289.51,20618.35
No,Yes,1750.61,42684.76
No,No,1398.99,29746.16
No,No,986.05,58878.25
No,No,955.95,27988.25
No,No,1484.21,62552.2
No,No,2222.13,51324.37
No,Yes,1805.66,36784.58
No,No,1498.47,65668.73
No,No,1668.12,57188.64
No,No,1433.98,48098.7
No,No,921.05,41531.37
No,No,1416.48,53187.6
No,No,1693.78,70110.86
No,No,1260.13,41623.5
No,Yes,1530.39,54397.2
No,Yes,2220.11,26126.93
No,Yes,2046.98,53210.13
No,No,643.62,75763.64
No,No,830.45,36466.11
No,No,1220.46,45598.06
No,No,1143.36,59830.22
No,No,1007.22,64650.71
No,No,2073.98,30298.31
No,No,1385.55,13326.61
No,No,527.48,46380.89
No,Yes,1742.32,46519.47
No,No,894.55,35626.05
No,Yes,2084.34,53174.2
No,Yes,1399.83,14353.35
No,No,1245.31,64536.33
No,No,1320.85,49199.37
No,Yes,975.26,49161.49
No,No,1611.7,58998.82
No,Yes,1294.66,50901.1
No,Yes,1782.57,45334.14
No,No,2127.71,32601.44
No,Yes,1730.99,26681.26
No,No,1702.59,55156.86
No,No,1067.53,46529.6
No,No,888.35,49785.1
No,No,1510.64,39642.36
No,No,2077.11,49384.64
No,No,748.75,40348.04
No,Yes,1909.14,52748.79
No,Yes,1347.65,56344.71
No,No,1723.93,63434.14
No,No,1850.06,28224.25
No,No,1615.07,43462.19
No,No,1297.39,59357.18
No,Yes,1642.85,20158.81
No,No,1803.75,39498.85
No,No,1057.48,44041.81
Yes,Yes,1274.69,63259.62
No,No,1183.03,2808.93
No,No,1503.9,49844.84
No,No,1635.68,50458.77
No,No,1553.08,36580.44
No,No,1908.1,30309.42
No,No,1731.91,36250.66
No,Yes,1273.12,69115.01
No,No,1096.45,64921.61
No,No,1420.37,34302.97
No,No,1460.55,34487.24
No,No,2193.65,33255.14
No,No,1037.48,51469.91
No,Yes,1737.14,23353.48
No,Yes,1592.99,64049.05
No,No,1749.42,41454.0
No,No,1843.59,58665.57
Yes,No,1907.58,49713.87
No,Yes,1293.41,45560.87
No,No,1755.44,33836.82
No,No,2021.59,70205.8
No,Yes,1603.66,37605.67
No,No,1541.72,50696.04
No,No,1569.53,61963.39
No,Yes,2383.58,26013.3
No,Yes,1323.65,75788.03
No,No,1191.36,53361.62
No,No,1543.93,51304.32
No,No,1481.87,50211.86
No,No,2104.76,62577.46
No,No,1928.5,51882.24
No,No,1762.56,47339.93
No,No,1317.2,42541.35
No,No,1715.82,16620.03
No,No,1976.99,43249.75
No,No,1421.76,29895.83
No,No,1365.03,41103.09
No,No,2052.94,35915.22
No,No,1512.86,40072.53
No,No,2320.87,53258.75
No,No,1313.63,50491.56
No,No,1778.46,30386.74
No,No,2424.62,57357.41
No,No,1914.25,72649.13
No,No,1536.21,34091.66
No,No,1055.83,23469.63
No,No,1696.85,44606.45
No,No,1317.89,53523.83
No,No,1378.65,51587.3
No,No,1963.51,50542.89
No,Yes,672.25,42721.5
No,Yes,1520.22,54602.52
No,No,2282.85,45188.13
No,No,1366.57,22801.15
No,Yes,1652.42,47951.51
No,Yes,1379.74,30123.89
No,No,1063.07,56904.66
No,No,959.35,45920.88
No,No,1319.21,45216.65
No,No,1111.87,21704.81
No,No,1079.47,51309.92
No,No,2122.22,50507.39
No,No,1939.76,50398.96
No,Yes,969.64,47961.37
No,No,1496.87,59044.78
No,No,2011.48,36127.45
No,Yes,956.47,39690.44
No,No,1739.92,32330.15
No,Yes,2335.68,52729.77
No,No,1984.27,39221.05
No,No,1350.21,22931.27
No,No,1912.92,47554.26
No,No,1628.48,81258.49
No,Yes,1512.25,51572.04
No,No,1261.48,26654.88
No,Yes,885.82,32919.24
No,No,1194.48,51338.29
No,No,1786.6,39806.83
No,Yes,1025.46,54929.98
Yes,No,1220.06,47251.63
No,No,1473.57,62171.27
No,No,1932.91,44117.9
No,No,921.19,34139.21
No,No,1879.93,54189.31
No,No,2114.98,52977.31
No,Yes,1650.35,62912.67
No,Yes,1731.91,22993.55
No,No,1506.95,31347.5
No,Yes,1323.87,40523.53
No,No,1079.74,42426.22
No,Yes,1265.08,27828.75
No,No,1528.86,55299.46
No,No,2170.56,45909.5
No,No,1434.44,64910.68
No,Yes,1923.88,56768.36
No,Yes,1452.72,23949.46
No,No,1957.47,37409.53
No,No,1468.96,36313.16
No,No,1038.81,33110.65
No,No,1759.61,76647.22
No,Yes,2143.91,27692.38
No,No,1263.75,37997.35
No,No,1047.4,52091.58
No,No,1712.52,44117.35
No,No,1208.11,28961.49
No,Yes,1450.21,64398.0
No,No,1483.78,60755.28
No,Yes,1321.35,43428.58
No,Yes,1442.25,62367.24
No,Yes,1433.43,33043.54
No,No,1382.46,45783.69
No,Yes,1542.56,26781.89
No,No,1882.64,75450.93
No,No,1520.65,60420.01
No,No,1698.61,50090.55
No,No,2143.33,52071.8
No,No,2200.15,30315.42
No,No,1395.29,72269.29
